,Ticker,Company,Sector
3565,VANTABIO.BO,Vanta Bioscience Ltd,Pharmaceuticals
3566,MEHAI.BO,Mehai Technology Ltd,Comm.Trading  & Distribution
3567,IRIS.BO,IRIS Business Services Ltd,IT Software Products
3568,SGRL.BO,Shree Ganesh Remedies Ltd,Pharmaceuticals
3569,STL.BO,Shreeji Translogistics Ltd,Transportation - Logistics
3570,GODREJAGRO.BO,Godrej Agrovet Ltd,Other Agricultural Products
3571,MESCON.BO,Mideast Integrated Steels Ltd,Iron & Steel/Interm.Products
3572,MASFIN.BO,MAS Financial Services Ltd,Finance (including NBFCs)
3573,IEX.BO,Indian Energy Exchange Ltd,Other Financial Services
3574,GICRE.BO,General Insurance Corporation of India,General Insurance
3575,KAARYAFSL.BO,Kaarya Facilities and Services Ltd,Sp.Consumer Services
3576,SCPL.BO,Sheetal Cool Products Ltd,Packaged Foods
3577,TIINDIA.BO,Tube Investments of India Ltd,Auto Parts & Equipment
3578,NAM-INDIA.BO,Nippon Life India Asset Management Ltd,Asset Management Cos.
3579,MAHLOG.BO,Mahindra Logistics Ltd,Transportation - Logistics
3580,NIACL.BO,The New India Assurance Company Ltd,General Insurance
3581,IFGLEXPOR.BO,IFGL Refractories Ltd,Other Industrial Goods
3582,KHADIM.BO,Khadim India Ltd,Footwear
3583,5PAISA.BO,5paisa Capital Ltd,Other Financial Services
3584,HDFCLIFE.BO,HDFC Life Insurance Company Ltd,Life Insurance
3585,NIVBDDP.BO,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B DR DVP 06JN21,-
3586,NIVBDGP.BO,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B DR GWTH 06JN21,-
3587,NIVBDP.BO,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B RG DVP 06JN21,-
3588,NIVBGP.BO,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B RG GWTH 06JN21,-
3589,SBRANDS.BO,Sanghvi Brands Ltd,Hotels
3590,SHARIKA.BO,Sharika Enterprises Ltd,Other Elect.Equip./ Prod.
3591,ICICIB22.BO,BHARAT 22 ETF - ICICI Prudential AMC,-
3592,ASPIRA.BO,Aspira Pathlab & Diagnostics Ltd,Healthcare Services
3593,DNAMEDIA.BO,Diligent Media Corporation Ltd,Advertising & Media
3594,DYNAMIC.BO,Dynamic Cables Ltd,Other Elect.Equip./ Prod.
3595,RATNABHUMI.BO,Ratnabhumi Developers Ltd,Realty
3596,SHALBY.BO,Shalby Ltd,Healthcare Facilities
3597,FSC.BO,Future Supply Chain Solutions Ltd,Transportation - Logistics
3598,MRCEXIM.BO,MRC Exim Ltd,Comm.Trading  & Distribution
3599,DML.BO,Diggi Multitrade Ltd,Comm.Trading  & Distribution
3600,SADHNA.BO,Sadhna Broadcast Ltd,Broadcasting & Cable TV
3601,VITESSE.BO,Vitesse Agro Ltd,Comm.Trading  & Distribution
3602,ASTRON.BO,Astron Paper & Board Mill Ltd,Paper & Paper Products
3603,CHANDRIMA.BO,Chandrima Mercantiles Ltd,Comm.Trading  & Distribution
3604,RITHWIKFMS.BO,Rithwik Facility Management Services Ltd,Sp.Consumer Services
3605,JFL.BO,Jhandewalas Foods Ltd,Packaged Foods
3606,7SEASL.BO,7Seas Entertainment Ltd,Movies & Entertainment
3607,APOLLO.BO,Apollo Micro Systems Ltd,Defence
3608,NEWGEN.BO,Newgen Software Technologies Ltd,IT Consulting & Software
3609,PRAXIS.BO,Praxis Home Retail Ltd,Specialty Retail
3610,AMBER.BO,Amber Enterprises India Ltd,Consumer Electronics
3611,TIRUFOAM.BO,Tirupati Foam Ltd,Furniture-Furnishing-Paints
3612,SRUSTEELS.BO,SRU Steels Ltd,Comm.Trading  & Distribution
3613,AML.BO,Ashoka Metcast Ltd,Construction & Engineering
3614,GALAXYSURF.BO,Galaxy Surfactants Ltd,Specialty Chemicals
3615,GGL.BO,Gautam Gems Ltd,Comm.Trading  & Distribution
3616,MEDICO.BO,Medico Remedies Ltd,Pharmaceuticals
3617,GUJHYSPIN.BO,Gujarat Hy-Spin Ltd,Textiles
3618,LAL.BO,Lorenzini Apparels Ltd,Other Apparels & Accessories
3619,KENVI.BO,Kenvi Jewels Ltd,Other Apparels & Accessories
3620,IWP.BO,The Indian Wood Products Company Ltd,Forest Products
3621,TDSL.BO,Tasty Dairy Specialities Ltd,Packaged Foods
3622,BHATIA.BO,Bhatia Communications & Retail (India) Ltd,Specialty Retail
3623,SHIVAMILLS.BO,Shiva Mills Ltd,Textiles
3624,ASTERDM.BO,Aster DM Healthcare Ltd,Healthcare Services
3625,YSL.BO,The Yamuna Syndicate Ltd,Comm.Trading  & Distribution
3626,KTINDF4RG.BO,Kotak India Growth Fund   Series 4 - Regular Plan Growth Option,-
3627,KTINDF4RD.BO,Kotak India Growth Fund   Series 4 - Regular Plan Dividend Option,-
3628,KTINDF4DG.BO,KOTAK INDIA GROWTH FUND SERIES 4 DIRECT PLAN DIVIDEND OPTION,-
3629,KTINDF4DD.BO,Kotak India Growth Fund   Series 4 - Direct Plan Growth Option,-
3630,KANCOTEA.BO,Kanco Tea & Industries Ltd,Tea & Coffee
3631,ANGEL.BO,Angel Fibers Ltd,Textiles
3632,HGINFRA.BO,H.G. Infra Engineering Ltd,Construction & Engineering
3633,EIS.BO,East India Securities Ltd,Other Financial Services
3634,AXISCBD1D.BO,Axis Capital Builder Fund - Series 1 (1540 Days) - Direct Plan  - Dividend Payout,-
3635,AXISCBDGG.BO,Axis Capital Builder Fund - Series 1 (1540 Days) - Direct Plan  - Growth,-
3636,AXISCBDPD.BO,Axis Capital Builder Fund - Series 1 (1540 Days) - Regular Plan  - Dividend Payout,-
3637,AXISCBGPG.BO,Axis Capital Builder Fund - Series 1 (1540 Days) - Regular Plan  - Growth,-
3638,INFLAME.BO,Inflame Appliances Ltd,Houseware
3639,BPLPHARMA.BO,Bharat Parenterals Ltd,Pharmaceuticals
3640,SHREESHAY.BO,Shreeshay Engineers Ltd,Construction & Engineering
3641,ACFL.BO,Apex Capital And Finance Ltd,Finance (including NBFCs)
3642,BDL.BO,Bharat Dynamics Ltd,Defence
3643,ACTIVE.BO,Active Clothing Co Ltd,Other Apparels & Accessories
3644,RIDINGS.BO,Ridings Consulting Engineers India Ltd,Consulting Services
3645,ADVITIYA.BO,Advitiya Trade India Ltd,Comm.Trading  & Distribution
3646,BANDHANBNK.BO,Bandhan Bank Ltd,Banks
3647,HAL.BO,Hindustan Aeronautics Ltd,Aerospace
3648,KARDA.BO,Karda Constructions Ltd,Realty
3649,SANDHAR.BO,Sandhar Technologies Ltd,Auto Parts & Equipment
3650,YASHO.BO,Yasho Industries Ltd,Specialty Chemicals
3651,BENARA.BO,Benara Bearings and Pistons Ltd,Other Industrial Goods
3652,ISEC.BO,ICICI Securities Ltd,Other Financial Services
3653,MIDHANI.BO,Mishra Dhatu Nigam Ltd,Iron & Steel Products
3654,LEX.BO,Lex Nimble Solutions Ltd,Consulting Services
3655,OBCL.BO,Orissa Bengal Carrier Ltd,Transportation - Logistics
3656,TRL.BO,Taylormade Renewables Ltd,Industrial Machinery
3657,LEMONTREE.BO,Lemon Tree Hotels Ltd,Hotels
3658,CHEMFABALKA.BO,Chemfab Alkalis Ltd,Commodity Chemicals
3659,HARDWYN.BO,Hardwyn India Ltd,Comm.Trading  & Distribution
3660,DLCL.BO,Dr Lalchandani Labs Ltd,Healthcare Services
3661,ORIENTELEC.BO,Orient Electric Ltd,Consumer Electronics
3662,DHRUV.BO,Dhruv Consultancy Services Ltd,Construction & Engineering
3663,AKSHAR.BO,Akshar Spintex Ltd,Textiles
3664,INDOUS.BO,Indo Us Bio-Tech Ltd,Other Agricultural Products
3665,IPRU3095.BO,ICICI Prudential Bharat Consumption Fund - Series 2 - Cumulative Option,-
3666,IPRU3096.BO,ICICI Prudential Bharat Consumption Fund - Series 2 - Dividend Option,-
3667,IPRU9297.BO,ICICI Prudential Bharat Consumption Fund - Series 2 - Direct Plan Cumulative Option,-
3668,IPRU9298.BO,ICICI Prudential Bharat Consumption Fund - Series 2 - Direct Plan Dividend Option,-
3669,ICICI500.BO,ICICI Prudential S&P BSE 500 ETF,-
3670,INDOSTAR.BO,Indostar Capital Finance Ltd,Finance (including NBFCs)
3671,MILEFUR.BO,Milestone Furniture Ltd,Furniture-Furnishing-Paints
3672,UHZAVERI.BO,U. H. Zaveri Ltd,Other Apparels & Accessories
3673,PARVATI.BO,Parvati Sweetners and Power Ltd,Sugar
3674,MEGASTAR.BO,Megastar Foods Ltd,Other Food Products
3675,INNOVATORS.BO,Innovators Facade Systems Ltd,Construction & Engineering
3676,SHWL.BO,Shree Worstex Ltd,Finance (including NBFCs)
3677,ZIMLAB.BO,Zim Laboratories Ltd,Pharmaceuticals
3678,AFFORDABLE.BO,Affordable Robotic & Automation Ltd,Industrial Machinery
3679,DOLLAR.BO,Dollar Industries Ltd,Other Apparels & Accessories
3680,NGIL.BO,Nakoda Group of Industries Ltd,Packaged Foods
3681,PALMJEWELS.BO,Palm Jewels Ltd,Other Apparels & Accessories
3682,WAA.BO,Waa Solar Ltd,Other Elect.Equip./ Prod.
3683,ADANIGREEN.BO,Adani Green Energy Ltd,Electric Utilities
3684,UNICK.BO,Unick Fix-A-Form And Printers Ltd,Comm.Printing/Stationery
3685,SOLARA.BO,Solara Active Pharma Sciences Ltd,Pharmaceuticals
3686,GAYAHWS.BO,Gayatri Highways Ltd,Construction & Engineering
3687,RITES.BO,RITES Ltd,Construction & Engineering
3688,FINEORG.BO,Fine Organic Industries Ltd,Specialty Chemicals
3689,VARROC.BO,Varroc Engineering Ltd,Auto Parts & Equipment
3690,RAJNISH.BO,Rajnish Wellness Ltd,Pharmaceuticals
3691,HITECHWIND.BO,Hi-Tech Winding Systems Ltd,Paper & Paper Products
3692,STRAEXPO.BO,Sophia Traexpo Ltd,Paper & Paper Products
3693,RAWEDGE.BO,Raw Edge Industrial Solutions Ltd,Construction Materials
3694,IPRU3143.BO,ICICI Prudential Bharat Consumption Fund  - Series 3 - Cumulative Option,-
3695,IPRU3144.BO,ICICI Prudential Bharat Consumption Fund  - Series 3 - Dividend Payout Option,-
3696,IPRU9345.BO,ICICI Prudential Bharat Consumption Fund  - Series 3 -  Direct Plan - Cumulative Option,-
3697,IPRU9346.BO,ICICI Prudential Bharat Consumption Fund  - Series 3 - Direct Plan - Dividend Payout Option,-
3698,TCNSBRANDS.BO,TCNS Clothing Co. Ltd,Other Apparels & Accessories
3699,SUPERSHAKT.BO,Supershakti Metaliks Ltd,Iron & Steel Products
3700,ASHNI.BO,Ashnisha Industries Ltd,Comm.Trading  & Distribution
3701,GFIL.BO,Ganesh Films India Ltd,Specialty Retail
3702,IDFCEOS6RG.BO,IDFC Equity Opportunity - Series 6 - Regular Plan - Growth Option,-
3703,IDFCEOS6RD.BO,IDFC Equity Opportunity - Series 6 - Regular Plan - Dividend Payout  Option,-
3704,IDFCEOS6DG.BO,IDFC Equity Opportunity - Series 6 - Direct Plan - Growth Option,-
3705,IDFCEOS6DD.BO,IDFC Equity Opportunity - Series 6 - Direct Plan - Dividend Payout Option,-
3706,HDFCAMC.BO,HDFC Asset Management Company Ltd,Asset Management Cos.
3707,VIVANTA.BO,Vivanta Industries Ltd,Construction & Engineering
3708,TINNATFL.BO,Tinna Trade Ltd,Comm.Trading  & Distribution
3709,CREDITACC.BO,CreditAccess Grameen Ltd,Finance (including NBFCs)
3710,AMINTAN.BO,Amin Tannery Ltd,Other Apparels & Accessories
3711,DEEP.BO,Deep Polymers Ltd,Specialty Chemicals
3712,SMEL.BO,Sungold Media and Entertainment Ltd,Advertising & Media
3713,IPRU3168.BO,ICICI PRU Bharat Consumption Fund - Sr 4 - Cumulative,-
3714,IPRU3169.BO,ICICI PRU Bharat Consumption Fund - Sr 4 - Dividend Payout Option,-
3715,IPRU9370.BO,ICICI PRU Bharat Consumption Fund - Sr 4 - Direct Plan Cumulative,-
3716,IPRU9371.BO,ICICI PRU Bharat Consumption Fund - Sr 4 - Direct Plan Dividend Payout,-
3717,ICICINXT50.BO,ICICI Prudential Nifty Next 50 ETF,-
3718,ASRL.BO,Add-Shop ERetail Ltd,Distributors
3719,SPACEINCUBA.BO,Space Incubatrics Technologies Ltd,IT Consulting & Software
3720,SGIL.BO,Synergy Green Industries Ltd,Other Industrial Products
3721,RANJEET.BO,Ranjeet Mechatronics Ltd,Construction & Engineering
3722,IRCON.BO,IRCON International Ltd,Construction & Engineering
3723,SKYGOLD.BO,Sky Gold Ltd,Other Apparels & Accessories
3724,SETFSN50.BO,SBI - ETF - SENSEX NEXT 50,-
3725,MACH.BO,Mac Hotels Ltd,Hotels
3726,MANORAMA.BO,Manorama Industries Ltd,Other Food Products
3727,INNOVATIVE.BO,Innovative Ideals and Services (India) Ltd,Sp.Consumer Services
3728,NIOSAG.BO,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A RG GWTH31JN22,-
3729,NIOSAD.BO,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A RG DVP31JN22,-
3730,NIOSADG.BO,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A DR GWTH31JN22,-
3731,NIOSADD.BO,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A DR DVP31JN22,-
3732,AAVAS.BO,AAVAS Financiers Ltd,Housing Finance 
3733,GENERAAGRI.BO,Genera Agri Corp Ltd,Other Agricultural Products
3734,DCL.BO,Devoted Construction Ltd,Realty
3735,GRSE.BO,Garden Reach Shipbuilders & Engineers Ltd,Defence
3736,AAL.BO,A-1 Acid Ltd,Comm.Trading  & Distribution
3737,DOLFIN.BO,Dolfin Rubbers Ltd,Auto Tyres & Rubber Products
3738,SHUBHAM.BO,Shubham Polyspin Ltd,Textiles
3739,AKI.BO,AKI India Ltd,Other Apparels & Accessories
3740,SUNRETAIL.BO,Sun Retail Ltd,Comm.Trading  & Distribution
3741,SMGOLD.BO,S. M. Gold Ltd,Other Apparels & Accessories
3742,VIVIDM.BO,Vivid Mercantile Ltd,Realty
3743,BCPL.BO,BCPL Railway Infrastructure Ltd,Construction & Engineering
3744,ATGL.BO,Adani Total Gas Ltd,Oil Marketing & Distribution
3745,NETRIPPLES.BO,Netripples Software Ltd,IT Consulting & Software
3746,PHOSPHATE.BO,The Phosphate Company Ltd,Fertilizers
3747,MAN50ETF.BO,MIRAE ASSET NIFTY 50 ETF (MAN50ETF),-
3748,TECHNOE.BO,Techno Electric & Engineering Company Ltd,Construction & Engineering
3749,RONI.BO,Roni Households Ltd,Comm.Trading  & Distribution
3750,SKIFL.BO,Shree Krishna Infrastructure Ltd,Realty
3751,DGL.BO,Diksha Greens Ltd,Comm.Trading  & Distribution
3752,IPRU3218.BO,ICICI Prudential Bharat Consumption Fund - Series 5 - Cumulative Option,-
3753,IPRU3219.BO,ICICI Prudential Bharat Consumption Fund - Series 5 - Dividend Payout Option,-
3754,IPRU9420.BO,ICICI Prudential Bharat Consumption Fund - Series 5 -  Direct Plan - Cumulative Option,-
3755,IPRU9421.BO,ICICI Prudential Bharat Consumption Fund - Series 5 -  Direct Plan - Dividend Payout  Option,-
3756,ARYAN.BO,Aryan Share and Stock Brokers Ltd,Other Financial Services
3757,NIVAKA.BO,Nivaka Fashions Ltd,Comm.Trading  & Distribution
3758,DALBHARAT.BO,Dalmia Bharat Ltd,Cement & Cement Products
3759,ABSLNN50ET.BO,Aditya Birla Sun Life Nifty Next 50 ETF,-
3760,NILASPACES.BO,Nila Spaces Ltd,Realty
3761,SRD.BO,Shankar Lal Rampal Dye-Chem Ltd,Comm.Trading  & Distribution
3762,TREJHARA.BO,Trejhara Solutions Ltd,IT Consulting & Software
3763,AXISCCDID.BO,Axis Capital Builder Fund - Series 4 (1582 days) -,-
3764,AXISCCDGG.BO,Axis Capital Builder Fund - Series 4 (1582 days) -Direct Plan - Growth Option,-
3765,AXISCCDPD.BO,Axis Capital Builder Fund - Series 4 (1582 days) -Regular Plan - Dividend Payout Option,-
3766,AXISCCGPG.BO,Axis Capital Builder Fund - Series 4 (1582 days) - Regular Plan - Growth Option,-
3767,DECCAN.BO,Deccan Health Care Ltd,Healthcare Services
3768,AXITA.BO,Axita Cotton Ltd,Textiles
3769,KPIGLOBAL.BO,K.P.I. Global Infrastructure Ltd,Electric Utilities
3770,HIKLASS.BO,Hi-Klass Trading and Investment Ltd,Other Financial Services
3771,RPSGVENT.BO,RPSG Ventures Ltd,IT Consulting & Software
3772,SPENCER.BO,Spencers Retail Ltd,Department Stores
3773,GLOSTERLTD.BO,Gloster Ltd,Jute & Jute Products
3774,XELPMOC.BO,Xelpmoc Design and Tech Ltd,Internet Software & Services
3775,SPACAPS.BO,SPA Capital Services Ltd,Other Financial Services
3776,AARSHYAM.BO,Aar Shyam India Investment Company Ltd,Finance (including NBFCs)
3777,RITCO.BO,Ritco Logistics Ltd,Transportation - Logistics
3778,CHALET.BO,Chalet Hotels Ltd,Hotels
3779,ANMOL.BO,Anmol India Ltd,Distributors
3780,JONJUA.BO,Jonjua Overseas Ltd,Consulting Services
3781,KRANTI.BO,Kranti Industries Ltd,Auto Parts & Equipment
3782,ANUP.BO,The Anup Engineering Ltd,Industrial Machinery
3783,ARVINDFASN.BO,Arvind Fashions Ltd,Other Apparels & Accessories
3784,UTISXN50.BO,UTI S&P BSE Sensex Next 50 ETF,-
3785,AIHL.BO,Ambassador Intra Holdings Ltd,Comm.Trading  & Distribution
3786,JYOTIN.BO,Jyot International Marketing Ltd,Other Financial Services
3787,AGOL.BO,Ashapuri Gold Ornament Ltd,Other Apparels & Accessories
3788,AARTECH.BO,Aartech Solonics Ltd,Heavy Electrical Equipment
3789,HBEL.BO,Humming Bird Education Ltd,Education
3790,MSTC.BO,MSTC Ltd,Comm.Trading  & Distribution
3791,ROOPSHRI.BO,Roopshri Resorts Ltd,Hotels
3792,CHANDNIMACH.BO,Chandni Machines Ltd,Comm.Trading  & Distribution
3793,NSL.BO,Northern Spirits Ltd,Comm.Trading  & Distribution
3794,RVNL.BO,Rail Vikas Nigam Ltd,Construction & Engineering
3795,METROPOLIS.BO,Metropolis Healthcare Ltd,Healthcare Services
3796,KPITTECH.BO,KPIT Technologies Ltd,IT Consulting & Software
3797,POLYCAB.BO,Polycab India Ltd,Other Elect.Equip./ Prod.
3798,JINAAM.BO,Jinaams Dress Ltd,Other Apparels & Accessories
3799,VRFILMS.BO,V R Films & Studios Ltd,Specialty Retail
3800,VIKASLIFE.BO,Vikas Lifecare Ltd,Comm.Trading  & Distribution
3801,NEOGEN.BO,Neogen Chemicals Ltd,Specialty Chemicals
3802,GKP.BO,G. K. P. Printing & Packaging Ltd,Containers & Packaging
3803,WORL.BO,White Organic Retail Ltd,Food & Drugs Retailing
3804,EVANS.BO,Evans Electric Ltd,Diversified Commercial Services
3805,BMW.BO,BMW Industries Ltd,Iron & Steel Products
3806,ARTEMISELC.BO,Artemis Electricals Ltd,Non-Durable Household Prod.
3807,MAHESH.BO,Mahesh Developers Ltd,Realty
3808,CHCL.BO,Cian Healthcare Ltd,Pharmaceuticals
3809,DEL.BO,Dhanashree Electronics Ltd,Other Elect.Equip./ Prod.
3810,HARISH.BO,Harish Textile Engineers Ltd,Industrial Machinery
3811,PPL.BO,Prakash Pipes Ltd,Plastic Products
3812,DGCONTENT.BO,Digicontent Ltd,Publishing
3813,PARSHVA.BO,Parshva Enterprises Ltd,Comm.Trading  & Distribution
3814,ARL.BO,Anand Rayons Ltd,Comm.Trading  & Distribution
3815,EARUM.BO,Earum Pharmaceuticals Ltd,Pharmaceuticals
3816,SBC.BO,SBC Exports Ltd,Other Apparels & Accessories
3817,INDIAMART.BO,IndiaMART InterMESH Ltd,Internet Software & Services
3818,CPML.BO,City Pulse Multiplex Ltd,Specialty Retail
3819,SKIEL.BO,SK International Export Ltd,Other Apparels & Accessories
3820,DCMNVL.BO,DCM Nouvelle Ltd,Textiles
3821,ICICIBANKN.BO,ICICI Prudential Bank ETF,-
3822,NETFSNX150.BO,NIPPON INDIA ETF SENSEX NEXT 50,-
3823,AFFLE.BO,Affle (India) Ltd,Internet Software & Services
3824,SEACOAST.BO,Seacoast Shipping Services Ltd,Surface Transportation
3825,ICICIBANKP.BO,ICICI Prudential Private Banks ETF,-
3826,SPANDANA.BO,Spandana Sphoorty Financial Ltd,Finance (including NBFCs)
3827,SWSOLAR.BO,Sterling and Wilson Solar Ltd,Construction & Engineering
3828,NOVATEOR.BO,Novateor Research Laboratories Ltd,Personal Products
3829,IIFLWAM.BO,IIFL Wealth Management Ltd,Other Financial Services
3830,IIFLSEC.BO,IIFL Securities Ltd,Other Financial Services
3831,APMFINVEST.BO,APM Finvest Ltd,Finance (including NBFCs)
3832,MISQUITA.BO,Misquita Engineering Ltd,Industrial Machinery
3833,GALACTICO.BO,Galactico Corporate Services Ltd,Other Financial Services
3834,ELLORATRAD.BO,Ellora Trading Ltd,Comm.Trading  & Distribution
3835,NIESSPJ.BO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLANDIVIDEND PAYOUT,-
3836,NIESSPI.BO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT,-
3837,NIESSPB.BO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT BONUS PLAN BONUS,-
3838,NIESSPO.BO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,-
3839,NIESSPC.BO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT,-
3840,NIESSPP.BO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT,-
3841,NIESSPA.BO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - BONUS PLANBONUS,-
3842,NIESSPG.BO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT,-
3843,FLUOROCHEM.BO,Gujarat Fluorochemicals Ltd,Specialty Chemicals
3844,NIEHSPA.BO,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1- DIRECT DIVIDEND PLAN REINVESTMENT,-
3845,NIEHSPB.BO,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,-
3846,NIEHSPC.BO,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT,-
3847,NIEHSPF.BO,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT,-
3848,NIEHSPI.BO,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,-
3849,NIEHSPK.BO,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT,-
3850,NIEHSPM.BO,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT,-
3851,NIEHSPN.BO,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT,-
3852,IRCTC.BO,Indian Railway Catering and Tourism Corporation Ltd,Travel Support Services
3853,NIESSPD.BO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN REINVESTMENT,-
3854,NIESSPE.BO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH,-
3855,NIESSPF.BO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,-
3856,NIEHSPD.BO,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH,-
3857,NIESSPH.BO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,-
3858,NIEHSPE.BO,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,-
3859,NIESSPK.BO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT,-
3860,NIEHSPG.BO,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH,-
3861,NIEHSPH.BO,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN DIVIDEND PAYOUT,-
3862,NIEHSPJ.BO,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT,-
3863,NIEHSPL.BO,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,-
3864,NIESSPL.BO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH,-
3865,NIESSPM.BO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,-
3866,NIESSPN.BO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT,-
3867,GOBLIN.BO,Goblin India Ltd,Other Apparels & Accessories
3868,GENSOL.BO,Gensol Engineering Ltd,Consulting Services
3869,VISHWARAJ.BO,Vishwaraj Sugar Industries Ltd,Sugar
3870,GREENPANEL.BO,Greenpanel Industries Ltd,Forest Products
3871,SHAHLON.BO,Shahlon Silk Industries Ltd,Textiles
3872,ABSLBANETF.BO,ADITYA BIRLA SUN LIFE BANKING ETF,-
3873,MOUNT.BO,Mount Housing and Infrastructure Ltd,Realty
