,Ticker,Company,Sector
3189,HCKKVENTURE.BO,HCKK Ventures Ltd,Diversified
3190,RUDRA.BO,Rudra Global Infra Products Ltd,Iron & Steel/Interm.Products
3191,LOYAL.BO,Loyal Equipments Ltd,Industrial Machinery
3192,GGPL.BO,Gala Global Products Ltd,Comm.Printing/Stationery
3193,MRSS.BO,Majestic Research Services and Solutions Ltd,Diversified
3194,CHEMIESYNT.BO,Chemiesynth (Vapi) Ltd,Specialty Chemicals
3195,GPL.BO,Grandeur Products Ltd,Other Agricultural Products
3196,JEL.BO,Jyotirgamya Enterprises Ltd,Comm.Trading  & Distribution
3197,BALKRISHNA.BO,Balkrishna Paper Mills Ltd,Paper & Paper Products
3198,SCFL.BO,Shyam Century Ferrous Ltd,Iron & Steel/Interm.Products
3199,SURYAINDIA.BO,Surya India Ltd,Finance (including NBFCs)
3200,ADANITRANS.BO,Adani Transmission Ltd,Electric Utilities
3201,STARDELTA.BO,Star Delta Transformers Ltd,Heavy Electrical Equipment
3202,AMRAFIN.BO,Amrapali Fincap Ltd,Finance (including NBFCs)
3203,DRHABEEB.BO,Dr Habeebullah Life Sciences Ltd,Comm.Trading  & Distribution
3204,SYNGENE.BO,Syngene International Ltd,Pharmaceuticals
3205,PECOS.BO,Pecos Hotels and Pubs Ltd,Restaurants
3206,BLFL.BO,Boston Leasing and Finance Ltd,Finance (including NBFCs)
3207,MSL.BO,Mangalam Seeds Ltd,Other Agricultural Products
3208,KAYA.BO,Kaya Ltd,Sp.Consumer Services
3209,ALSTONE.BO,Alstone Textiles (India) Ltd,Distributors
3210,SYMBIOX.BO,Symbiox Investment & Trading Company Ltd,Other Financial Services
3211,ORTINLAABS.BO,Ortin Laboratories Ltd,Pharmaceuticals
3212,AVI.BO,AVI Polymers Ltd,Specialty Chemicals
3213,MJCO.BO,Majesco Ltd,IT Consulting & Software
3214,BINDALAGRO.BO,Oswal Greentech Ltd,Investment Companies
3215,OZONEWORLD.BO,Ozone World Ltd,Other Agricultural Products
3216,AKSPINTEX.BO,A.K. Spintex Ltd,Textiles
3217,ARVSMART.BO,Arvind SmartSpaces Ltd,Realty
3218,POWERMECH.BO,Power Mech Projects Ltd,Construction & Engineering
3219,CANOPYFIN.BO,Canopy Finance Ltd,Other Financial Services
3220,RAMASTEEL.BO,Rama Steel Tubes Ltd,Iron & Steel Products
3221,THINKINK.BO,Thinkink Picturez Ltd,Advertising & Media
3222,UTISENSETF.BO,UTI- SENSEX ETF,-
3223,UTINIFTETF.BO,UTI NIFTY ETF,-
3224,UNIAUTO.BO,Universal Autofoundry Ltd,Auto Parts & Equipment
3225,VETO.BO,Veto Switchgears and Cables Ltd,Other Elect.Equip./ Prod.
3226,NAVKARCORP.BO,Navkar Corporation Ltd,Transport Related Services
3227,SHREEPUSHK.BO,Shree Pushkar Chemicals & Fertilisers Ltd,Specialty Chemicals
3228,GUJGAS.BO,Gujarat Gas Ltd,Integrated Oil & Gas
3229,WAAREE.BO,Waaree Technologies Ltd,Containers & Packaging
3230,SADBHIN.BO,Sadbhav Infrastructure Project Ltd,Roads & Highways
3231,SALAUTO.BO,Sal Automotive Ltd,Auto Parts & Equipment
3232,POLYSPIN.BO,Polyspin Exports Ltd,Containers & Packaging
3233,PRITIKAUTO.BO,Pritika Auto Industries Ltd,Other Industrial Products
3234,SKC.BO,Sri Krishna Constructions (India) Ltd,Realty
3235,SML.BO,Soni Medicare Ltd,Healthcare Facilities
3236,MINFY.BO,Mahaveer Infoway Ltd,IT Consulting & Software
3237,KRISHNACAP.BO,Krishna Capital and Securities Ltd,Finance (including NBFCs)
3238,ACME.BO,Acme Resources Ltd,Finance (including NBFCs)
3239,KCL.BO,Kabra Commercial Ltd,Coal
3240,VISHALBL.BO,Vishal Bearings Ltd,Industrial Machinery
3241,BELLACASA.BO,Bella Casa Fashion & Retail Ltd,Textiles
3242,MALLCOM.BO,Mallcom (India) Ltd,Other Apparels & Accessories
3243,PJL.BO,Patdiam Jewellery Ltd,Other Apparels & Accessories
3244,VAL.BO,Vaksons Automobiles Ltd,Other Agricultural Products
3245,ARAMBHAN.BO,Arambhan Hospitality Services Ltd,Restaurants
3246,SATIN.BO,Satin Creditcare Network Ltd,Finance (including NBFCs)
3247,DITCO.BO,Decorous Investment & Trading Co Ltd,Other Apparels & Accessories
3248,GENCON.BO,Generic Engineering Construction and Projects Ltd,Realty
3249,KUBERJI.BO,Kuber Udyog Ltd,Finance (including NBFCs)
3250,NEERAJ.BO,Neeraj Paper Marketing Ltd,Comm.Trading  & Distribution
3251,MUZALI.BO,Muzali Arts Ltd,Comm.Trading  & Distribution
3252,TEJNAKSH.BO,Tejnaksh Healthcare Ltd,Healthcare Facilities
3253,INDOGLOBAL.BO,Indo-Global Enterprises Ltd,Healthcare Facilities
3254,BRIPORT.BO,Brilliant Portfolios Ltd,Finance (including NBFCs)
3255,RFSL.BO,Richfield Financial Services Ltd,Other Financial Services
3256,COFFEEDAY.BO,Coffee Day Enterprises Ltd,Restaurants
3257,IDFCFIRSTB.BO,IDFC First Bank Ltd,Banks
3258,BEARDSELL.BO,Beardsell Ltd,Containers & Packaging
3259,INDIGO.BO,InterGlobe Aviation Ltd,Airlines
3260,IGCIL.BO,IGC Industries Ltd,Comm.Trading  & Distribution
3261,SHK.BO,S H Kelkar and Company Ltd,Personal Products
3262,ARYAVAN.BO,Aryavan Enterprise Ltd,Iron & Steel/Interm.Products
3263,TFSL.BO,Typhoon Financial Services Ltd,Finance (including NBFCs)
3264,PANORAMA.BO,Panorama Studios International Ltd,Movies & Entertainment
3265,SHREEGANES.BO,Shree Ganesh Biotech (India) Ltd,Biotechnology
3266,GTV.BO,GTV Engineering Ltd,Industrial Machinery
3267,LICNETFN50.BO,LIC MF EXCHANGE TRADED FUND- NIFTY 50,-
3268,PARIKSHA.BO,Pariksha Fin- Invest- Lease Ltd,Finance (including NBFCs)
3269,LICNETFSEN.BO,LIC MF EXCHANGE TRADED FUND- SENSEX,-
3270,TFLL.BO,Tirupati Finlease Ltd,Investment Companies
3271,GARBIFIN.BO,Garbi Finvest Ltd,Finance (including NBFCs)
3272,ADHARSHILA.BO,Adharshila Capital Services Ltd,Finance (including NBFCs)
3273,SMARTFIN.BO,Smart Finsec Ltd,Finance (including NBFCs)
3274,RAJKOTINV.BO,Rajkot Investment Trust Ltd,Finance (including NBFCs)
3275,ADCON.BO,Adcon Capital Services Ltd,Finance (including NBFCs)
3276,QUINT.BO,Quint Digital Media Ltd,Publishing
3277,HDFCNIFETF.BO,HDFC Nifty ETF,-
3278,SXETF.BO,HDFC Sensex ETF - Open Ended Traded Fund,-
3279,UDAYJEW.BO,Uday Jewellery Industries Ltd,Distributors
3280,MAYUKH.BO,Mayukh Dealtrade Ltd,Distributors
3281,NAVIGANT.BO,Navigant Corporate Advisors Ltd,Other Financial Services
3282,GROVY.BO,Grovy India Ltd,Real Estate Investment
3283,ALKEM.BO,Alkem Laboratories Ltd,Pharmaceuticals
3284,LALPATHLAB.BO,Dr. Lal PathLabs Ltd,Healthcare Services
3285,NAVKETAN.BO,Navketan Merchants Ltd,Distributors
3286,SCTL.BO,Suncare Traders Ltd,Distributors
3287,CREATIVE.BO,Creative Castings Ltd,Other Industrial Products
3288,AAYUSH.BO,Aayush Food and Herbs Ltd,Packaged Foods
3289,ELITECON.BO,Elitecon International Ltd,Comm.Trading  & Distribution
3290,LUXIND.BO,Lux Industries Ltd,Other Apparels & Accessories
3291,VALLEY.BO,Valley Magnesite Company Ltd,Investment Companies
3292,ABHIINFRA.BO,Abhishek Infraventures Ltd,Realty
3293,APOORVA.BO,Apoorva Leasing Finance and Investment Company Ltd,Investment Companies
3294,BNL.BO,Beekay Niryat Ltd,Comm.Trading  & Distribution
3295,NH.BO,Narayana Hrudayalaya Ltd,Healthcare Facilities
3296,FMEC.BO,F Mec International Financial Services Ltd,Finance (including NBFCs)
3297,DDIL.BO,Deep Diamond India Ltd,Other Apparels & Accessories
3298,ABHIJIT.BO,Abhijit Trading Company Ltd,Other Food Products
3299,REMLIFE.BO,Remedium Lifecare Ltd,Comm.Trading  & Distribution
3300,AARNAV.BO,Aarnav Fashions Ltd,Other Financial Services
3301,ACEWIN.BO,Acewin Agriteck Ltd,Other Food Products
3302,SCL.BO,Sunshine Capital Ltd,Finance (including NBFCs)
3303,SIPTL.BO,Sharanam Infraproject and Trading Ltd,Comm.Trading  & Distribution
3304,SHIVA.BO,Shivansh Finserve Ltd,Other Financial Services
3305,MISHTANN.BO,Mishtann Foods Ltd,Packaged Foods
3306,DELTA.BO,Delta Industrial Resources Ltd,Other Financial Services
3307,JSLHISAR.BO,Jindal Stainless (Hisar) Ltd,Iron & Steel Products
3308,ORACLECR.BO,Oracle Credit Ltd,Finance (including NBFCs)
3309,KEL.BO,Kotia Enterprises Ltd,Distributors
3310,CHAMAK.BO,Chamak Holdings Ltd,Comm.Trading  & Distribution
3311,BLUECLOUDS.BO,Blue Cloud Softech Solutions Ltd,IT Software Products
3312,AINFRA.BO,A Infrastructure Ltd,Cement & Cement Products
3313,BCLENTERPR.BO,BCL Enterprises Ltd,Finance (including NBFCs)
3314,AARCOM.BO,AAR Commercial Company Ltd,Distributors
3315,PRECAM.BO,Precision Camshafts Ltd,Auto Parts & Equipment
3316,BVL.BO,Blueblood Ventures Ltd,Other Financial Services
3317,TEAMLEASE.BO,TeamLease Services Ltd,Sp.Consumer Services
3318,VIDLI.BO,Vidli Restaurants Ltd,Restaurants
3319,BESTAGRO.BO,Best Agrolife Ltd,Agrochemicals
3320,ACEMEN.BO,Ace Men Engg Works Ltd,Distributors
3321,BFLAFL.BO,BFL Asset Finvest Ltd,Finance (including NBFCs)
3322,RCL.BO,Radhagobind Commercial Ltd,Distributors
3323,QUICKHEAL.BO,Quick Heal Technologies Ltd,IT Software Products
3324,KAPILRAJ.BO,Kapil Raj Finance Ltd,Finance (including NBFCs)
3325,GANGAPHARM.BO,Ganga Pharmaceuticals Ltd,Pharmaceuticals
3326,DAL.BO,Dynamic Archistructures Ltd,Finance (including NBFCs)
3327,SESL.BO,Sylph Education Solutions Ltd,Education
3328,SHIVKAMAL.BO,Shivkamal Impex Ltd,Finance (including NBFCs)
3329,KPEL.BO,K.P. Energy Ltd,Electric Utilities
3330,IFINSER.BO,Interactive Financial Services Ltd,Finance (including NBFCs)
3331,HILIKS.BO,Hiliks Technologies Ltd,Real Estate Investment
3332,HYPERSOFT.BO,Hypersoft Technologies Ltd,IT Consulting & Software
3333,GOKULAGRO.BO,Gokul Agro Resources Ltd,Edible Oils
3334,FREDUN.BO,Fredun Pharmaceuticals Ltd,Pharmaceuticals
3335,SIMBHALS.BO,Simbhaoli Sugars Ltd,Sugar
3336,RELICAB.BO,Relicab Cable Manufacturing Ltd,Other Elect.Equip./ Prod.
3337,MODCL.BO,Modern Converters Ltd,Other Agricultural Products
3338,MNIL.BO,Mega Nirman and Industries Ltd,Realty
3339,DARJEELING.BO,Darjeeling Ropeway Company Ltd,Other Financial Services
3340,ADVIKCA.BO,Advik Capital Ltd,Finance (including NBFCs)
3341,LICNFNHGP.BO,LIC MF Exchange Traded Fund- NIFTY 100,-
3342,PDMJEPAPER.BO,Pudumjee Paper Products Ltd,Paper & Paper Products
3343,HCG.BO,HealthCare Global Enterprises Ltd,Healthcare Facilities
3344,KDML.BO,Khemani Distributors & Marketing Ltd,Distributors
3345,UMIYA.BO,Umiya Tubes Ltd,Iron & Steel Products
3346,BHARATWIRE.BO,Bharat Wire Ropes Ltd,Iron & Steel Products
3347,CHDCHEM.BO,CHD Chemicals Ltd,Comm.Trading  & Distribution
3348,INFIBEAM.BO,Infibeam Avenues Ltd,Internet Software & Services
3349,LELAVOIR.BO,LE Lavoir Ltd,Comm.Trading  & Distribution
3350,MUDRA.BO,Mudra Financial Services Ltd,Other Financial Services
3351,SICLTD.BO,Shivom Investment & Consultancy Ltd,Finance (including NBFCs)
3352,BALGOPAL.BO,Balgopal Commercial Ltd,Comm.Trading  & Distribution
3353,SUPERIOR.BO,Superior Finlease Ltd,Finance (including NBFCs)
3354,RPEL.BO,Raghav Productivity Enhancers Ltd,Other Industrial Goods
3355,FRANKLIN.BO,Franklin Leasing and Finance Ltd,Finance (including NBFCs)
3356,LANCER.BO,Lancer Container Lines Ltd,Transportation - Logistics
3357,NINSYS.BO,NINtec Systems Ltd,IT Consulting & Software
3358,EQUITAS.BO,Equitas Holdings Ltd,Holding Companies
3359,HALDER.BO,Halder Venture Ltd,Other Agricultural Products
3360,SKIL.BO,SKIL Infrastructure Ltd,Construction & Engineering
3361,THYROCARE.BO,Thyrocare Technologies Ltd,Healthcare Services
3362,BAJAJHCARE.BO,Bajaj Healthcare Ltd,Pharmaceuticals
3363,UJJIVAN.BO,Ujjivan Financial Services Ltd,Finance (including NBFCs)
3364,RSDFIN.BO,RSD Finance Ltd,Investment Companies
3365,CROMPTON.BO,Crompton Greaves Consumer Electricals Ltd,Household Appliances
3366,PILANIINVS.BO,Pilani Investment and Industries Corporation Ltd,Holding Companies
3367,DARSHANORNA.BO,Darshan Orna Ltd,Other Apparels & Accessories
3368,PARAGMILK.BO,Parag Milk Foods Ltd,Packaged Foods
3369,MADHAVIPL.BO,Madhav Infra Projects Ltd,Construction & Engineering
3370,SAGL.BO,Shalimar Agencies Ltd,Other Financial Services
3371,KOCL.BO,Kome-On Communication Ltd,Movies & Entertainment
3372,SNIM.BO,Svarnim Trade Udyog Ltd,Comm.Trading  & Distribution
3373,NAGARFERT.BO,Nagarjuna Fertilizers and Chemicals Ltd,Fertilizers
3374,SEIL.BO,Shanti Educational Initiatives Ltd,Education
3375,RGIL.BO,Rotographics (India) Ltd,Comm.Trading  & Distribution
3376,LIKHAMI.BO,Likhami Consulting Ltd,Consulting Services
3377,MIL.BO,Medico Intercontinental Ltd,Other Financial Services
3378,YASHCHEM.BO,Yash Chemex Ltd,Specialty Chemicals
3379,MAXVIL.BO,Max Ventures and Industries Ltd,Holding Companies
3380,ICICINV20.BO,ICICI Prudential NV20 ETF,-
3381,BAZELINTER.BO,Bazel International Ltd,Finance (including NBFCs)
3382,JLL.BO,Jindal Leasefin Ltd,Investment Companies
3383,TAALENT.BO,TAAL Enterprises Ltd,Airlines
3384,MGL.BO,Mahanagar Gas Ltd,Oil Marketing & Distribution
3385,ZEAL.BO,Zeal Aqua Ltd,Other Food Products
3386,QUESS.BO,Quess Corp Ltd,Sp.Consumer Services
3387,ICICIMCAP.BO,ICICI Prudential Midcap Select ETF,-
3388,ASYL.BO,Advance Syntex Ltd,Containers & Packaging
3389,HUIL.BO,Hindusthan Urban Infrastructure Ltd,Electronic Components
3390,TITAANIUM.BO,Titaanium Ten Enterprise Ltd,Textiles
3391,COMSYN.BO,Commercial Syn Bags Ltd,Containers & Packaging
3392,CFEL.BO,Confidence Futuristic Energetech Ltd,Comm.Trading  & Distribution
3393,LLOYDSTEEL.BO,Lloyds Steels Industries Ltd,Industrial Machinery
3394,KPL.BO,Kwality Pharmaceuticals Ltd,Pharmaceuticals
3395,LTI.BO,Larsen & Toubro Infotech Ltd,IT Consulting & Software
3396,EASTWEST.BO,East West Holdings Ltd,Transportation - Logistics
3397,BSLSENETFG.BO,BIRLA SUN LIFE SENSEX ETF,-
3398,COLORCHIPS.BO,Colorchips New Media Ltd,Broadcasting & Cable TV
3399,ADVENZYMES.BO,Advanced Enzyme Technologies Ltd,Other Agricultural Products
3400,LAHL.BO,Ladam Affordable Housing Ltd,Realty
3401,PTIL.BO,Prabhat Technologies (India) Ltd,Specialty Retail
3402,DBL.BO,Dilip Buildcon Ltd,Roads & Highways
3403,SPAL.BO,S.P. Apparels Ltd,Other Apparels & Accessories
3404,BIGBLOC.BO,Bigbloc Construction Ltd,Cement & Cement Products
3405,GOLDENCREST.BO,Golden Crest Education & Services Ltd,Education
3406,ECS.BO,ECS Biztech Ltd,IT Consulting & Software
3407,FRETAIL.BO,Future Retail Ltd,Department Stores
3408,RBLBANK.BO,RBL Bank Ltd,Banks
3409,AMS.BO,AMS Polymers Ltd,Specialty Chemicals
3410,SHIVAEXPO.BO,Shiva Granito Export Ltd,Construction Materials
3411,BLS.BO,BLS International Services Ltd,Travel Support Services
3412,MITSU.BO,Mitsu Chem Plast Ltd,Containers & Packaging
3413,SPRAYKING.BO,Sprayking Agro Equipment Ltd,Other Industrial Products
3414,NARAYANI.BO,Narayani Steels Ltd,Iron & Steel/Interm.Products
3415,GOVNOW.BO,SAB Events & Governance Now Media Ltd,Publishing
3416,RSTL.BO,Riddhi Steel and Tube Ltd,Iron & Steel Products
3417,TVVISION.BO,TV Vision Ltd,Broadcasting & Cable TV
3418,SPICY.BO,Spicy Entertainment and Media Ltd,Movies & Entertainment
3419,VISCO.BO,Visco Trade Associates Ltd,Other Financial Services
3420,TIAANC.BO,Tiaan Consumer Ltd,Personal Products
3421,LTTS.BO,L&T Technology Services Ltd,Internet Software & Services
3422,GNA.BO,G N A Axles Ltd,Auto Parts & Equipment
3423,RADHIKAJWE.BO,Radhika Jeweltech Ltd,Other Apparels & Accessories
3424,SIIL.BO,Sabrimala Industries India Ltd,Comm.Trading  & Distribution
3425,ICICIPRULI.BO,ICICI Prudential Life Insurance Company Ltd,Life Insurance
3426,IISL.BO,Ishaan Infrastructures and Shelters Ltd,Construction & Engineering
3427,ARCFIN.BO,ARC Finance Ltd,Other Financial Services
3428,HPL.BO,HPL Electric & Power Ltd,Consumer Electronics
3429,SAGARSOFT.BO,Sagarsoft (India) Ltd,IT Consulting & Software
3430,DRA.BO,DRA Consultants Ltd,Consulting Services
3431,VALIANTORG.BO,Valiant Organics Ltd,Specialty Chemicals
3432,ACML.BO,Aditya Consumer Marketing Ltd,Distributors
3433,SHASHIJIT.BO,Shashijit Infraprojects Ltd,Construction & Engineering
3434,BINDALEXPO.BO,Bindal Exports Ltd,Other Apparels & Accessories
3435,MHEL.BO,Mewar Hi-Tech Engineering Ltd,Construction & Engineering
3436,DIKSAT.BO,Diksat Transworld Ltd,Movies & Entertainment
3437,IGRL.BO,India Green Reality Ltd,Realty
3438,ENDURANCE.BO,Endurance Technologies Ltd,Auto Parts & Equipment
3439,IDFSENSEXE.BO,IDFC SENSEX ETF,-
3440,PURPLE.BO,Purple Entertainment Ltd,Movies & Entertainment
3441,SUPRAP.BO,Supra Pacific Management Consultancy Ltd,Finance (including NBFCs)
3442,PNBHOUSING.BO,PNB Housing Finance Ltd,Housing Finance 
3443,SOUTHERNIN.BO,Southern Infosys Ltd,IT Consulting & Software
3444,REGENCY.BO,Regency Fincorp Ltd,Other Financial Services
3445,VBL.BO,Varun Beverages Ltd,Non-alcoholic Beverages
3446,SALEM.BO,Salem Erode Investments Ltd,Finance (including NBFCs)
3447,FRANKLININD.BO,Franklin Industries Ltd,Comm.Trading  & Distribution
3448,LKPSEC.BO,LKP Securities Ltd,Other Financial Services
3449,OSIAJEE.BO,Osiajee Texfab Ltd,Textiles
3450,CMBL.BO,Corporate Merchant Bankers Ltd,Other Financial Services
3451,SFL.BO,Sheela Foam Ltd,Furniture-Furnishing-Paints
3452,EIKO.BO,Eiko Lifesciences Ltd,Specialty Chemicals
3453,AVL.BO,Aditya Vision Ltd,Specialty Retail
3454,TMRVL.BO,The Mandhana Retail Ventures Ltd,Specialty Retail
3455,SIFL.BO,Sparkling (India) Finshares Ltd,Finance (including NBFCs)
3456,TCIEXP.BO,TCI Express Ltd,Transportation - Logistics
3457,SHASHANK.BO,Shashank Traders Ltd,Comm.Trading  & Distribution
3458,LAURUSLABS.BO,Laurus Labs Ltd,Pharmaceuticals
3459,NEWLIGHT.BO,New Light Apparels Ltd,Comm.Trading  & Distribution
3460,VSL.BO,Veeram Securities Ltd,Other Apparels & Accessories
3461,SNTCL.BO,Shree Nidhi Trading Co. Ltd,Other Financial Services
3462,MTPL.BO,Marg Techno Projects Ltd,Finance (including NBFCs)
3463,SHANGAR.BO,Shangar Decor Ltd,Sp.Consumer Services
3464,GLCL.BO,Globe Commercials Ltd,Comm.Trading  & Distribution
3465,DHANVARSHA.BO,Dhanvarsha Finvest Ltd,Other Financial Services
3466,SKL.BO,Super Fine Knitters Ltd,Other Apparels & Accessories
3467,RAIDEEPIND.BO,Raideep Industries Ltd,Comm.Trading  & Distribution
3468,PRICOLLTD.BO,Pricol Ltd,Auto Parts & Equipment
3469,CFL.BO,Classic Filaments Ltd,Textiles
3470,JITFINFRA.BO,JITF Infralogistics Ltd,Holding Companies
3471,SUERYAAKNI.BO,Sueryaa Knitwear Ltd,Textiles
3472,TANVI.BO,Tanvi Foods (India) Ltd,Comm.Trading  & Distribution
3473,RMC.BO,RMC Switchgears Ltd,Other Elect.Equip./ Prod.
3474,PARMAX.BO,Parmax Pharma Ltd,Pharmaceuticals
3475,LLFICL.BO,Leading Leasing Finance And Investment Company Ltd,Other Financial Services
3476,DANUBE.BO,Danube Industries Ltd,Comm.Trading  & Distribution
3477,RADIOCITY.BO,Music Broadcast Ltd,Broadcasting & Cable TV
3478,DMART.BO,Avenue Supermarts Ltd,Department Stores
3479,IFL.BO,IFL Enterprises Ltd,Comm.Trading  & Distribution
3480,KDLL.BO,KD Leisures Ltd,Other Financial Services
3481,ONTIC.BO,Ontic Finserve Ltd,Other Financial Services
3482,SMLT.BO,Sarthak Metals Ltd,Iron & Steel Products
3483,CHEMCRUX.BO,Chemcrux Enterprises Ltd,Specialty Chemicals
3484,MANOMAY.BO,Manomay Tex India Ltd,Textiles
3485,MAXIMUS.BO,Maximus International Ltd,Comm.Trading  & Distribution
3486,MANAS.BO,Manas Properties Ltd,Realty
3487,CLEDUCATE.BO,CL Educate Ltd,Education
3488,PRIMEFRESH.BO,Prime Fresh Ltd,Other Agricultural Products
3489,OCEANIC.BO,Oceanic Foods Ltd,Other Food Products
3490,OCTAWARE.BO,Octaware Technologies Ltd,Internet Software & Services
3491,SHANKARA.BO,Shankara Building Products Ltd,Specialty Retail
3492,ESCORP.BO,Escorp Asset Management Ltd,Other Financial Services
3493,PARMSILK.BO,Parmeshwari Silk Mills Ltd,Other Apparels & Accessories
3494,KMSMEDI.BO,KMS Medisurgi Ltd,Healthcare Supplies
3495,CLFL.BO,Classic Leasing & Finance Ltd,Other Financial Services
3496,STARLENT.BO,Starlineps Enterprises Ltd,Comm.Trading  & Distribution
3497,SCHAND.BO,S Chand and Company Ltd,Publishing
3498,KANUNGO.BO,Kanungo Financiers Ltd,Other Financial Services
3499,MEERA.BO,Meera Industries Ltd,Industrial Machinery
3500,HUDCO.BO,Housing & Urban Development Corporation Ltd,Housing Finance 
3501,PSPPROJECT.BO,PSP Projects Ltd,Realty
3502,BGJL.BO,Bhakti Gems and Jewellery Ltd,Other Apparels & Accessories
3503,YUG.BO,Yug Decor Ltd,Specialty Chemicals
3504,VARIMAN.BO,Variman Global Enterprises Ltd,Comm.Trading  & Distribution
3505,STARCEMENT.BO,Star Cement Ltd,Cement & Cement Products
3506,RIDDHICORP.BO,Riddhi Corporate Services Ltd,BPO/KPO
3507,HEOFDG1126.BO,HDFC EOF- II- 1126D May 2017(1)  plan under HDFC Equity Opportunities Fund- Series 2- Direct,-
3508,HEOFDD1126.BO,HDFC EOF - II - 1126D May 2017(1)  plan under HDFC Equity Opportunities Fund - Series 2 - Direct,-
3509,HEOFRG1126.BO,HDFC EOF- II - 1126D May 2017(1) plan under HDFC Equity Opportunities Fund - Series2 - Regular,-
3510,HEOFRD1126.BO,HDFC EOF - II - 1126D May 2017(1)  plan under HDFC Equity Opportunities Fund - Series 2 - Regular,-
3511,TEJASNET.BO,Tejas Networks Ltd,Other Telecom Services
3512,ERIS.BO,Eris Lifesciences Ltd,Pharmaceuticals
3513,GTPL.BO,GTPL Hathway Ltd,Other Telecom Services
3514,AUBANK.BO,AU Small Finance Bank Ltd,Banks
3515,ICICILOVOL.BO,ICICI Prudential Nifty Low Vol 30 ETF,-
3516,GEL.BO,Gautam Exim Ltd,Comm.Trading  & Distribution
3517,GGENG.BO,G G Engineering Ltd,Heavy Electrical Equipment
3518,7NR.BO,7NR Retail Ltd,Specialty Retail
3519,BHAGYAPROP.BO,Bhagyanagar Properties Ltd,Realty
3520,HEOFDG1100.BO,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-DIRECT OPTION-GROWTH OPTION,-
3521,HEOFDD1100.BO,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-DIRECT OPTION-DIVIDEND PAYOUT OPTION,-
3522,HEOFRG1100.BO,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-REGULAR OPTION-GROWTH OPTION,-
3523,HEOFRD1100.BO,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-REGULAR OPTION-DIVIDEND PAYOUT OPTION,-
3524,SALASAR.BO,Salasar Techno Engineering Ltd,Construction & Engineering
3525,GANGESSEC.BO,Ganges Securities Ltd,Investment Companies
3526,PALASHSEC.BO,Palash Securities Ltd,Real Estate Investment
3527,AVADHSUGAR.BO,Avadh Sugar & Energy Ltd,Sugar
3528,MAGADHSUGAR.BO,Magadh Sugar & Energy Ltd,Sugar
3529,JIGAR.BO,Jigar Cables Ltd,Other Elect.Equip./ Prod.
3530,CTCL.BO,Captain Technocast Ltd,Other Industrial Goods
3531,SINTEXPLAST.BO,Sintex Plastics Technology Ltd,Comm.Trading  & Distribution
3532,GSTL.BO,Globalspace Technologies Ltd,IT Consulting & Software
3533,UTINEXT50.BO,UTI Nifty Next 50 ETF,-
3534,SIS.BO,SIS Ltd,Sp.Consumer Services
3535,COCHINSHIP.BO,Cochin Shipyard Ltd,Shipping
3536,SMSLIFE.BO,SMS Lifesciences India Ltd,Pharmaceuticals
3537,KIOCL.BO,KIOCL Ltd,Iron & Steel/Interm.Products
3538,CHOTHANI.BO,Chothani Foods Ltd,Packaged Foods
3539,SMRUTHIORG.BO,Smruthi Organics Ltd,Pharmaceuticals
3540,ABCAPITAL.BO,Aditya Birla Capital Ltd,Holding Companies
3541,APEX.BO,Apex Frozen Foods Ltd,Packaged Foods
3542,SHISHIND.BO,Shish Industries Ltd,Plastic Products
3543,ANG.BO,ANG Lifesciences India Ltd,Healthcare Services
3544,DWL.BO,Dhruv Wellness Ltd,Comm.Trading  & Distribution
3545,KCDGROUP.BO,KCD Industries India Ltd,Comm.Trading  & Distribution
3546,AMFL.BO,A & M Febcon Ltd,Industrial Machinery
3547,DIXON.BO,Dixon Technologies (India) Ltd,Consumer Electronics
3548,BRNL.BO,Bharat Road Network Ltd,Roads & Highways
3549,DCAL.BO,Dishman Carbogen Amcis Ltd,Pharmaceuticals
3550,LASA.BO,Lasa Supergenerics Ltd,Healthcare Services
3551,PROVESTSER.BO,Provestment Services Ltd,Consulting Services
3552,MATRIMONY.BO,Matrimony.com Ltd,Internet Software & Services
3553,RELHOME.BO,Reliance Home Finance Ltd,Housing Finance 
3554,CAPACITE.BO,Capacite Infraprojects Ltd,Realty
3555,SAGAR.BO,Sagar Diamonds Ltd,Other Apparels & Accessories
3556,ICICIGI.BO,ICICI Lombard General Insurance Company Ltd,General Insurance
3557,PQIF.BO,Polo Queen Industrial and Fintech Ltd,Comm.Trading  & Distribution
3558,AKM.BO,AKM Lace and Embrotex Ltd,Textiles
3559,SBILIFE.BO,SBI Life Insurance Company Ltd,Life Insurance
3560,DIAMONDYD.BO,Prataap Snacks Ltd,Packaged Foods
3561,SHAREINDIA.BO,Share India Securities Ltd,Other Financial Services
3562,TTFL.BO,Trident Texofab Ltd,Comm.Trading  & Distribution
3563,POOJA.BO,Poojawestern Metaliks Ltd,Other Industrial Products
3564,SAYAJIIND.BO,Sayaji Industries Ltd,Diversified
